request_id,requester_role,clearance_level,device_managed,device_posture_score,mfa_passed,source_zone,target_zone,target_sensitivity,access_type,off_hours,change_ticket
REQ-008389,admin,4,1,89,0,corporate,corporate,1,write,1,1
REQ-008390,analyst,1,1,98,0,corporate,corporate,4,read,1,0
REQ-008391,engineer,2,1,68,1,guest,corporate,2,admin,0,1
REQ-008392,contractor,3,1,99,1,corporate,ot_network,1,admin,1,0
REQ-008393,analyst,2,1,87,1,guest,corporate,1,admin,1,0
REQ-008394,analyst,3,1,75,1,vpn,ot_network,1,write,1,1
REQ-008395,contractor,2,1,78,1,vpn,ot_network,1,read,1,1
REQ-008396,engineer,3,1,71,1,vpn,corporate,2,read,1,1
REQ-008397,analyst,3,1,70,1,vpn,restricted,4,read,0,1
REQ-008398,engineer,4,1,83,1,corporate,corporate,1,write,0,0
REQ-008399,admin,3,1,61,1,corporate,corporate,2,read,0,0
REQ-008400,contractor,2,1,96,1,corporate,corporate,2,admin,0,0
REQ-008401,admin,3,1,86,1,guest,corporate,1,read,1,0
REQ-008402,admin,3,1,80,0,corporate,ot_network,1,read,0,0
REQ-008403,engineer,1,0,78,1,guest,ot_network,4,read,1,1
REQ-008404,engineer,1,1,87,1,vpn,corporate,2,read,0,1
REQ-008405,contractor,4,1,58,1,guest,corporate,2,read,0,1
REQ-008406,contractor,3,1,86,1,vpn,corporate,1,read,0,1
REQ-008407,engineer,2,1,82,1,corporate,restricted,2,write,0,1
REQ-008408,contractor,1,1,83,1,guest,corporate,1,admin,0,0
REQ-008409,admin,3,1,75,1,corporate,corporate,1,admin,1,1
REQ-008410,admin,3,1,91,1,corporate,corporate,3,read,0,0
REQ-008411,contractor,3,1,88,1,corporate,corporate,1,write,1,0
REQ-008412,engineer,2,1,86,0,vpn,corporate,2,write,0,0
REQ-008413,admin,3,1,61,1,vpn,corporate,1,read,0,1
REQ-008414,admin,2,1,57,1,corporate,corporate,2,read,0,1
REQ-008415,analyst,3,0,95,1,corporate,corporate,4,write,0,0
REQ-008416,analyst,3,1,58,1,corporate,corporate,1,read,0,0
REQ-008417,engineer,3,1,96,1,guest,corporate,2,read,0,0
REQ-008418,analyst,2,1,67,1,corporate,restricted,1,read,0,0
REQ-008419,analyst,3,1,93,0,guest,restricted,3,read,0,1
REQ-008420,contractor,3,1,100,1,guest,ot_network,2,read,1,1
REQ-008421,analyst,3,1,57,0,corporate,corporate,3,write,0,1
REQ-008422,engineer,2,1,94,1,corporate,corporate,1,write,0,1
REQ-008423,analyst,4,1,57,1,guest,corporate,4,read,1,1
REQ-008424,engineer,3,1,65,1,vpn,corporate,2,admin,0,1
REQ-008425,analyst,2,1,57,1,corporate,ot_network,1,write,0,0
REQ-008426,analyst,2,1,77,1,corporate,corporate,4,write,0,0
REQ-008427,contractor,2,1,96,1,corporate,restricted,4,read,0,0
REQ-008428,analyst,3,1,80,1,corporate,corporate,4,read,0,0
REQ-008429,engineer,3,1,55,0,corporate,corporate,2,admin,0,0
REQ-008430,contractor,3,1,90,1,corporate,ot_network,3,read,0,0
REQ-008431,contractor,2,1,99,0,vpn,corporate,1,write,0,0
REQ-008432,engineer,1,1,77,1,vpn,corporate,3,admin,1,0
REQ-008433,analyst,2,1,59,1,corporate,corporate,3,read,0,0
REQ-008434,engineer,4,1,75,1,guest,restricted,3,read,0,1
REQ-008435,contractor,2,1,59,1,vpn,corporate,3,read,0,0
REQ-008436,engineer,2,1,68,1,vpn,corporate,2,write,0,1
REQ-008437,contractor,4,1,84,1,guest,corporate,4,read,0,0
REQ-008438,admin,4,0,67,1,vpn,corporate,2,read,1,1
REQ-008439,admin,2,0,69,0,vpn,corporate,1,write,0,1
REQ-008440,admin,3,1,97,1,vpn,restricted,4,read,0,0
REQ-008441,analyst,4,1,67,1,corporate,restricted,4,read,0,0
REQ-008442,analyst,3,1,74,1,corporate,ot_network,3,read,1,1
REQ-008443,admin,3,1,88,1,guest,restricted,1,read,0,1
REQ-008444,engineer,3,1,71,1,vpn,corporate,2,read,0,1
REQ-008445,admin,4,1,99,1,corporate,corporate,1,write,0,0
REQ-008446,admin,2,1,100,1,corporate,corporate,1,read,0,0
REQ-008447,contractor,2,1,71,1,corporate,ot_network,2,write,0,0
REQ-008448,admin,3,1,64,1,corporate,corporate,4,admin,1,1
REQ-008449,contractor,4,1,64,0,corporate,restricted,1,read,1,1
REQ-008450,engineer,2,1,80,1,corporate,corporate,2,read,1,1
REQ-008451,analyst,4,1,85,1,corporate,corporate,1,read,0,0
REQ-008452,admin,3,1,56,1,vpn,corporate,3,read,1,0
REQ-008453,admin,1,1,71,1,corporate,ot_network,2,admin,0,1
REQ-008454,analyst,1,1,73,1,corporate,corporate,3,admin,0,1
REQ-008455,contractor,3,1,86,1,corporate,corporate,1,write,0,0
REQ-008456,contractor,4,1,63,1,corporate,ot_network,3,read,0,0
REQ-008457,engineer,4,1,90,1,corporate,ot_network,4,read,1,0
REQ-008458,analyst,2,1,81,1,corporate,corporate,2,write,0,0
REQ-008459,engineer,4,1,69,1,corporate,ot_network,1,read,0,0
REQ-008460,analyst,3,1,65,0,corporate,corporate,3,read,0,0
REQ-008461,contractor,4,1,79,1,corporate,restricted,3,write,1,0
REQ-008462,engineer,3,1,67,1,corporate,corporate,2,write,1,1
REQ-008463,engineer,4,1,58,1,guest,corporate,3,write,0,0
REQ-008464,analyst,1,1,73,1,corporate,corporate,4,read,0,1
REQ-008465,admin,2,1,65,0,corporate,ot_network,1,write,0,0
REQ-008466,admin,3,1,84,1,corporate,ot_network,1,read,1,0
REQ-008467,contractor,3,1,98,0,corporate,corporate,2,read,0,1
REQ-008468,engineer,1,0,61,1,vpn,restricted,1,read,0,0
REQ-008469,analyst,4,1,76,0,vpn,corporate,4,write,1,0
REQ-008470,contractor,3,1,67,1,corporate,corporate,4,write,1,1
REQ-008471,admin,3,1,73,1,guest,corporate,1,write,0,0
REQ-008472,contractor,4,1,100,1,corporate,corporate,3,read,0,0
REQ-008473,analyst,3,1,72,1,vpn,ot_network,2,write,1,0
REQ-008474,analyst,3,1,74,0,corporate,ot_network,1,read,1,0
REQ-008475,admin,4,1,100,1,corporate,corporate,1,admin,0,1
REQ-008476,analyst,1,1,95,1,corporate,corporate,1,read,0,1
REQ-008477,analyst,3,1,86,0,corporate,ot_network,2,write,1,0
REQ-008478,analyst,3,1,64,1,corporate,corporate,4,read,0,1
REQ-008479,admin,3,1,70,0,corporate,restricted,2,write,0,0
REQ-008480,analyst,3,1,97,1,guest,corporate,2,write,0,1
REQ-008481,contractor,2,1,100,1,vpn,corporate,2,write,0,1
REQ-008482,engineer,3,1,81,1,vpn,ot_network,1,read,0,0
REQ-008483,engineer,4,1,91,1,corporate,corporate,1,read,0,0
REQ-008484,admin,4,1,91,1,vpn,corporate,2,write,0,0
REQ-008485,contractor,4,1,95,0,corporate,corporate,1,read,0,1
REQ-008486,analyst,3,1,70,1,corporate,corporate,1,read,0,0
REQ-008487,engineer,4,1,55,0,corporate,corporate,1,read,0,1
REQ-008488,engineer,3,1,55,1,corporate,corporate,3,admin,0,1
REQ-008489,analyst,2,1,72,1,vpn,restricted,3,read,0,1
REQ-008490,engineer,2,1,97,1,corporate,corporate,1,read,0,0
REQ-008491,analyst,2,1,62,1,vpn,corporate,3,write,0,1
REQ-008492,engineer,3,1,91,1,guest,ot_network,3,read,1,0
REQ-008493,contractor,1,1,68,1,corporate,corporate,1,write,0,0
REQ-008494,admin,4,1,58,1,corporate,restricted,3,read,0,1
REQ-008495,contractor,1,1,69,1,corporate,corporate,2,admin,0,1
REQ-008496,engineer,4,1,92,0,corporate,corporate,4,read,1,1
REQ-008497,engineer,3,1,63,1,corporate,corporate,4,read,0,1
REQ-008498,contractor,2,1,66,1,vpn,corporate,3,admin,0,0
REQ-008499,contractor,3,1,92,1,corporate,ot_network,1,admin,0,1
REQ-008500,admin,2,1,68,1,guest,corporate,1,read,0,0
REQ-008501,engineer,4,1,88,1,vpn,corporate,3,read,0,0
REQ-008502,analyst,3,1,85,1,guest,corporate,4,read,0,0
REQ-008503,contractor,2,1,66,1,vpn,corporate,2,read,0,0
REQ-008504,analyst,4,1,91,1,guest,ot_network,3,write,0,0
REQ-008505,engineer,2,1,91,1,corporate,ot_network,1,read,0,0
REQ-008506,engineer,2,0,55,1,corporate,corporate,3,write,0,1
REQ-008507,engineer,4,1,86,1,guest,restricted,2,write,0,0
REQ-008508,analyst,1,1,76,1,corporate,corporate,2,read,0,0
REQ-008509,engineer,1,1,96,1,vpn,corporate,4,read,0,0
REQ-008510,admin,3,0,72,0,guest,ot_network,2,read,0,1
REQ-008511,contractor,4,1,84,1,vpn,restricted,3,read,0,0
REQ-008512,contractor,4,1,82,0,corporate,ot_network,1,write,1,0
REQ-008513,contractor,3,1,97,0,corporate,corporate,3,write,1,0
REQ-008514,engineer,2,1,86,0,corporate,restricted,4,read,0,1
REQ-008515,contractor,2,1,86,1,vpn,corporate,3,write,1,0
REQ-008516,contractor,1,1,87,0,vpn,corporate,1,write,1,0
REQ-008517,admin,4,1,64,1,vpn,ot_network,2,write,0,0
REQ-008518,admin,3,1,93,1,vpn,corporate,2,write,0,1
REQ-008519,contractor,2,0,73,0,guest,ot_network,2,write,0,1
REQ-008520,contractor,3,1,72,1,corporate,ot_network,3,read,0,0
REQ-008521,admin,3,1,61,1,corporate,corporate,1,read,0,1
REQ-008522,admin,1,1,92,0,corporate,corporate,4,write,0,1
REQ-008523,analyst,3,1,60,1,corporate,corporate,1,write,1,0
REQ-008524,engineer,4,1,72,1,corporate,corporate,3,read,0,1
REQ-008525,admin,4,1,87,1,corporate,corporate,3,write,0,1
REQ-008526,admin,2,1,90,1,vpn,ot_network,3,write,0,0
REQ-008527,contractor,3,0,69,1,vpn,corporate,3,read,0,0
REQ-008528,contractor,3,1,78,1,guest,ot_network,3,write,1,1
REQ-008529,contractor,4,1,85,1,corporate,ot_network,4,write,0,0
REQ-008530,contractor,2,1,74,1,vpn,corporate,2,write,0,0
REQ-008531,admin,4,1,82,0,guest,ot_network,1,read,0,1
REQ-008532,contractor,4,1,93,1,guest,corporate,2,write,1,1
REQ-008533,engineer,2,1,87,1,corporate,restricted,2,write,0,1
REQ-008534,admin,3,1,86,1,guest,ot_network,1,admin,0,0
REQ-008535,analyst,2,1,97,1,guest,corporate,2,read,0,1
REQ-008536,engineer,2,1,78,1,corporate,ot_network,2,read,0,1
REQ-008537,engineer,2,1,67,1,guest,corporate,4,read,0,0
REQ-008538,contractor,1,1,91,1,corporate,corporate,2,admin,0,1
REQ-008539,contractor,1,1,92,1,corporate,restricted,1,write,1,0
REQ-008540,admin,3,1,91,1,corporate,ot_network,4,write,0,0
REQ-008541,contractor,4,1,62,1,corporate,corporate,2,read,1,0
REQ-008542,engineer,4,1,97,0,corporate,ot_network,1,admin,1,1
REQ-008543,analyst,3,1,88,1,vpn,restricted,2,read,0,1
REQ-008544,analyst,2,1,92,0,corporate,corporate,2,read,0,0
REQ-008545,engineer,2,1,70,1,corporate,ot_network,2,admin,1,0
REQ-008546,analyst,2,1,79,1,corporate,ot_network,1,read,0,0
REQ-008547,engineer,2,1,63,1,vpn,restricted,2,read,0,1
REQ-008548,analyst,4,1,60,1,vpn,ot_network,1,read,1,1
REQ-008549,analyst,2,1,97,1,vpn,corporate,1,write,0,1
REQ-008550,engineer,1,1,96,1,corporate,restricted,1,read,0,0
REQ-008551,analyst,4,1,94,1,corporate,corporate,1,read,0,0
REQ-008552,contractor,1,1,83,1,guest,ot_network,4,read,1,0
REQ-008553,admin,3,1,85,1,guest,ot_network,4,write,0,0
REQ-008554,analyst,1,1,92,0,vpn,corporate,1,read,0,0
REQ-008555,analyst,3,1,85,1,vpn,corporate,4,write,0,1
REQ-008556,contractor,4,1,56,1,corporate,corporate,1,read,0,0
REQ-008557,engineer,2,1,67,1,corporate,ot_network,1,read,0,0
REQ-008558,engineer,2,1,79,1,corporate,corporate,1,admin,0,1
REQ-008559,analyst,3,1,94,1,corporate,corporate,1,admin,0,0
REQ-008560,contractor,1,1,57,1,vpn,corporate,2,read,0,1
REQ-008561,analyst,3,1,75,1,vpn,corporate,4,read,0,1
REQ-008562,admin,1,0,82,1,corporate,corporate,2,read,0,1
REQ-008563,analyst,4,1,71,1,guest,ot_network,2,read,0,0
REQ-008564,engineer,3,1,80,1,guest,ot_network,3,write,0,1
REQ-008565,analyst,3,1,59,1,vpn,restricted,4,write,0,0
REQ-008566,contractor,2,1,84,1,corporate,ot_network,1,write,0,0
REQ-008567,analyst,4,0,86,1,corporate,corporate,3,read,0,1
REQ-008568,analyst,1,1,62,0,corporate,ot_network,2,admin,0,0
REQ-008569,analyst,4,1,55,1,corporate,corporate,3,read,0,0
REQ-008570,engineer,3,1,78,0,corporate,restricted,4,write,0,1
REQ-008571,contractor,4,1,55,1,corporate,corporate,1,read,1,0
REQ-008572,admin,1,0,64,1,corporate,restricted,3,read,1,0
REQ-008573,analyst,2,1,77,1,guest,restricted,3,read,0,0
REQ-008574,analyst,4,1,55,1,corporate,restricted,1,read,1,0
REQ-008575,admin,4,1,82,1,vpn,ot_network,2,read,0,1
REQ-008576,contractor,4,1,64,1,corporate,corporate,4,admin,0,1
REQ-008577,contractor,4,1,83,1,guest,corporate,4,admin,1,1
REQ-008578,engineer,2,1,56,1,corporate,ot_network,3,write,1,0
REQ-008579,analyst,2,0,78,1,corporate,corporate,3,read,0,0
REQ-008580,contractor,2,1,68,0,vpn,ot_network,1,read,1,0
REQ-008581,admin,1,1,98,1,vpn,restricted,3,read,0,1
REQ-008582,contractor,3,1,71,0,corporate,corporate,4,read,1,0
REQ-008583,admin,3,1,95,1,guest,restricted,4,read,1,0
REQ-008584,analyst,3,1,88,1,corporate,corporate,3,admin,1,0
REQ-008585,analyst,4,1,69,1,vpn,ot_network,2,write,0,1
REQ-008586,engineer,3,1,99,1,corporate,ot_network,3,write,0,0
REQ-008587,admin,1,1,61,1,vpn,ot_network,2,read,0,1
REQ-008588,engineer,3,1,61,1,corporate,corporate,2,read,0,1
REQ-008589,contractor,3,1,77,0,guest,corporate,1,read,1,0
REQ-008590,analyst,4,1,58,1,corporate,corporate,4,read,0,0
REQ-008591,analyst,4,1,84,1,corporate,corporate,2,read,0,0
REQ-008592,contractor,1,1,77,0,vpn,restricted,1,write,0,0
REQ-008593,engineer,2,1,88,1,corporate,corporate,4,read,0,1
REQ-008594,engineer,2,1,56,1,corporate,corporate,2,admin,1,0
REQ-008595,analyst,2,1,93,1,guest,corporate,1,write,0,1
REQ-008596,contractor,3,1,73,1,corporate,ot_network,2,read,1,0
REQ-008597,admin,2,1,59,1,corporate,corporate,1,write,0,0
REQ-008598,contractor,1,1,79,0,corporate,corporate,1,write,0,0
REQ-008599,engineer,2,1,77,1,corporate,corporate,2,write,1,0
REQ-008600,contractor,1,1,56,0,corporate,corporate,1,read,1,1
REQ-008601,contractor,3,0,57,1,corporate,corporate,2,read,0,0
REQ-008602,contractor,1,1,88,1,corporate,restricted,1,read,0,1
REQ-008603,admin,3,0,99,0,corporate,corporate,2,read,0,1
REQ-008604,contractor,3,1,71,1,corporate,restricted,1,read,0,0
REQ-008605,engineer,1,1,76,1,corporate,corporate,3,write,0,1
REQ-008606,contractor,4,1,69,1,corporate,ot_network,2,read,0,0
REQ-008607,analyst,3,1,60,1,vpn,corporate,2,admin,1,0
REQ-008608,engineer,2,1,96,1,vpn,corporate,1,write,0,0
REQ-008609,analyst,2,1,57,1,corporate,ot_network,2,read,1,1
REQ-008610,contractor,4,1,100,0,corporate,corporate,1,read,0,0
REQ-008611,admin,2,1,86,0,corporate,corporate,3,write,0,1
REQ-008612,analyst,3,1,99,1,corporate,corporate,4,write,1,0
REQ-008613,engineer,4,0,66,1,corporate,corporate,1,read,0,0
REQ-008614,contractor,1,1,97,0,corporate,corporate,3,read,1,1
REQ-008615,admin,4,1,69,0,guest,corporate,2,write,0,1
REQ-008616,engineer,3,1,75,1,corporate,corporate,1,write,0,0
REQ-008617,admin,4,0,99,1,corporate,ot_network,1,admin,1,1
REQ-008618,engineer,1,1,72,1,guest,corporate,1,write,1,1
REQ-008619,engineer,3,1,77,1,corporate,ot_network,2,read,0,1
REQ-008620,engineer,1,1,81,1,vpn,corporate,1,read,0,0
REQ-008621,engineer,3,1,66,1,corporate,corporate,3,write,1,1
REQ-008622,admin,3,1,91,1,corporate,corporate,1,write,0,1
REQ-008623,contractor,3,1,94,0,vpn,ot_network,1,admin,0,1
REQ-008624,contractor,3,1,100,1,corporate,corporate,1,read,0,0
REQ-008625,contractor,1,1,86,1,guest,corporate,1,write,0,0
REQ-008626,admin,1,1,76,1,corporate,corporate,2,write,0,1
REQ-008627,contractor,2,1,58,0,vpn,ot_network,1,read,0,1
REQ-008628,contractor,2,1,65,1,corporate,corporate,4,write,0,0
REQ-008629,engineer,4,1,56,1,corporate,ot_network,2,admin,1,0
REQ-008630,analyst,2,1,74,1,corporate,restricted,1,write,1,0
REQ-008631,engineer,2,1,91,1,vpn,corporate,1,read,1,0
REQ-008632,admin,1,1,84,1,corporate,corporate,2,read,0,1
REQ-008633,analyst,4,1,55,1,corporate,ot_network,2,write,0,0
REQ-008634,admin,3,1,76,1,corporate,corporate,4,admin,0,1
REQ-008635,analyst,3,1,56,0,corporate,corporate,3,read,1,0
REQ-008636,analyst,3,1,72,1,corporate,restricted,3,read,0,0
REQ-008637,analyst,2,1,58,1,corporate,corporate,3,read,1,0
REQ-008638,analyst,2,1,71,1,corporate,restricted,1,read,0,0
REQ-008639,contractor,4,1,76,0,corporate,corporate,2,read,0,1
REQ-008640,admin,3,1,67,1,corporate,ot_network,4,admin,1,0
REQ-008641,contractor,2,1,55,1,vpn,restricted,3,write,0,1
REQ-008642,engineer,4,1,76,1,corporate,corporate,2,read,1,1
REQ-008643,contractor,3,1,61,1,vpn,corporate,2,read,0,1
REQ-008644,analyst,1,1,69,1,corporate,restricted,1,read,0,1
REQ-008645,analyst,2,1,88,1,guest,ot_network,3,write,1,0
REQ-008646,analyst,2,1,99,1,corporate,corporate,3,write,0,1
REQ-008647,contractor,3,1,74,1,corporate,restricted,1,read,0,0
REQ-008648,admin,4,1,78,1,guest,corporate,2,write,1,1
REQ-008649,analyst,4,1,100,1,corporate,corporate,3,write,0,0
REQ-008650,analyst,2,1,59,1,vpn,ot_network,2,read,1,0
REQ-008651,admin,3,1,80,1,corporate,restricted,2,read,0,0
REQ-008652,contractor,2,1,83,1,corporate,corporate,2,admin,0,1
REQ-008653,admin,4,0,65,1,guest,corporate,4,admin,0,1
REQ-008654,analyst,3,1,87,1,guest,restricted,1,write,0,0
REQ-008655,admin,3,0,68,1,vpn,corporate,3,write,0,1
REQ-008656,analyst,1,1,89,1,vpn,corporate,4,read,1,0
REQ-008657,admin,2,1,86,1,guest,corporate,1,write,0,1
REQ-008658,engineer,4,1,65,0,guest,corporate,4,read,0,1
REQ-008659,analyst,4,1,92,1,corporate,corporate,3,admin,0,1
REQ-008660,contractor,4,1,56,1,vpn,corporate,2,admin,0,0
REQ-008661,contractor,2,1,76,1,corporate,ot_network,4,read,0,0
REQ-008662,analyst,3,0,71,1,corporate,corporate,3,write,0,0
REQ-008663,contractor,2,1,83,0,corporate,restricted,3,read,0,0
REQ-008664,admin,2,1,77,1,corporate,corporate,2,read,0,0
REQ-008665,analyst,4,0,98,0,corporate,corporate,2,write,0,1
REQ-008666,analyst,3,1,94,1,corporate,corporate,2,read,0,1
REQ-008667,contractor,3,1,77,1,corporate,corporate,1,read,0,0
REQ-008668,analyst,1,1,55,1,vpn,corporate,2,write,0,0
REQ-008669,admin,1,1,96,1,corporate,ot_network,2,write,0,1
REQ-008670,contractor,3,0,96,1,corporate,corporate,2,read,0,0
REQ-008671,contractor,4,1,64,1,vpn,corporate,3,write,0,1
REQ-008672,analyst,2,1,85,0,guest,corporate,1,admin,1,0
REQ-008673,analyst,3,1,76,1,corporate,ot_network,2,write,0,0
REQ-008674,admin,4,1,99,0,corporate,ot_network,3,read,1,1
REQ-008675,analyst,1,1,67,0,vpn,corporate,1,write,0,1
REQ-008676,contractor,4,1,78,0,corporate,corporate,2,read,0,0
REQ-008677,analyst,2,1,91,1,guest,ot_network,1,write,0,1
REQ-008678,analyst,4,1,66,1,vpn,corporate,4,write,1,0
REQ-008679,contractor,4,0,84,1,guest,ot_network,2,write,0,0
REQ-008680,contractor,2,1,67,1,vpn,corporate,1,read,1,1
REQ-008681,analyst,1,1,55,1,corporate,corporate,3,write,1,0
REQ-008682,contractor,3,1,100,1,vpn,ot_network,4,admin,0,0
REQ-008683,engineer,2,1,56,1,guest,corporate,1,write,1,0
REQ-008684,analyst,3,1,55,0,vpn,corporate,4,write,1,1
REQ-008685,contractor,4,1,78,0,guest,corporate,2,admin,0,1
REQ-008686,contractor,4,1,70,0,corporate,corporate,3,write,0,1
REQ-008687,analyst,1,1,98,1,corporate,corporate,1,admin,1,0
REQ-008688,engineer,3,1,99,1,vpn,corporate,2,write,0,0
REQ-008689,engineer,3,1,74,0,corporate,corporate,4,admin,1,1
REQ-008690,contractor,3,1,55,1,corporate,corporate,1,read,0,0
REQ-008691,contractor,4,0,86,0,corporate,corporate,1,read,1,0
REQ-008692,contractor,4,1,82,1,vpn,ot_network,2,write,0,1
REQ-008693,contractor,2,1,67,0,corporate,corporate,1,read,1,0
REQ-008694,admin,4,1,58,1,vpn,corporate,2,read,0,0
REQ-008695,admin,2,1,83,1,corporate,corporate,1,read,1,1
REQ-008696,contractor,2,1,97,0,corporate,restricted,3,read,0,0
REQ-008697,admin,2,1,66,1,guest,corporate,4,read,1,1
REQ-008698,contractor,2,1,75,0,corporate,corporate,3,admin,1,1
REQ-008699,contractor,2,0,82,1,corporate,corporate,2,read,0,0
REQ-008700,admin,2,1,93,1,vpn,ot_network,3,read,0,1
REQ-008701,contractor,4,1,58,1,corporate,ot_network,2,admin,0,0
REQ-008702,engineer,3,1,93,1,corporate,ot_network,2,read,0,1
REQ-008703,admin,3,1,77,0,corporate,corporate,2,read,1,1
REQ-008704,engineer,1,1,79,1,corporate,ot_network,1,read,0,0
REQ-008705,analyst,3,1,80,1,vpn,corporate,2,read,0,0
REQ-008706,engineer,2,1,64,0,vpn,ot_network,4,write,1,0
REQ-008707,contractor,2,1,59,1,vpn,ot_network,2,write,0,0
REQ-008708,contractor,3,1,65,1,corporate,ot_network,2,read,0,1
REQ-008709,admin,4,1,99,1,guest,corporate,2,read,0,1
REQ-008710,contractor,4,1,66,1,corporate,ot_network,3,write,1,1
REQ-008711,engineer,2,1,85,1,guest,restricted,1,write,0,0
REQ-008712,analyst,2,1,60,1,corporate,ot_network,1,admin,0,0
REQ-008713,engineer,2,1,95,1,corporate,ot_network,3,write,0,1
REQ-008714,engineer,2,1,79,1,corporate,restricted,1,write,0,1
REQ-008715,admin,1,1,72,1,corporate,corporate,1,read,0,1
REQ-008716,analyst,3,1,65,0,corporate,corporate,3,write,0,0
REQ-008717,contractor,2,1,60,0,guest,corporate,1,read,0,1
REQ-008718,admin,4,1,55,1,vpn,corporate,1,read,0,0
REQ-008719,contractor,2,1,62,1,vpn,corporate,1,read,1,0
REQ-008720,contractor,1,1,59,1,vpn,corporate,3,read,0,1
REQ-008721,engineer,4,1,60,1,vpn,restricted,1,write,1,0
REQ-008722,contractor,2,1,96,1,corporate,restricted,4,write,0,1
REQ-008723,analyst,2,0,91,1,vpn,corporate,1,admin,1,1
REQ-008724,admin,3,0,69,1,vpn,restricted,2,write,0,0
REQ-008725,engineer,4,1,83,1,corporate,ot_network,1,write,0,1
REQ-008726,engineer,4,1,83,1,corporate,corporate,1,read,0,0
REQ-008727,analyst,1,1,69,1,corporate,corporate,2,admin,0,1
REQ-008728,contractor,2,1,83,0,vpn,corporate,2,write,0,0
REQ-008729,engineer,2,0,70,1,corporate,corporate,1,read,0,1
REQ-008730,analyst,1,1,57,1,vpn,corporate,1,write,0,1
REQ-008731,analyst,2,1,79,0,corporate,corporate,1,write,0,0
REQ-008732,admin,1,1,63,1,corporate,restricted,1,write,0,0
REQ-008733,admin,4,1,73,1,corporate,restricted,3,read,0,1
REQ-008734,analyst,2,1,64,1,vpn,ot_network,3,write,1,0
REQ-008735,admin,4,1,80,1,corporate,corporate,2,write,1,1
REQ-008736,contractor,3,1,83,0,corporate,corporate,4,read,0,1
REQ-008737,analyst,2,1,70,0,vpn,restricted,1,admin,0,1
REQ-008738,engineer,3,1,76,1,corporate,ot_network,3,read,0,0
REQ-008739,admin,3,1,82,1,corporate,ot_network,2,admin,0,0
REQ-008740,engineer,3,1,58,1,corporate,corporate,2,admin,0,0
REQ-008741,admin,4,1,61,0,guest,corporate,4,admin,0,0
REQ-008742,analyst,3,0,58,1,guest,ot_network,3,read,1,0
REQ-008743,engineer,1,1,65,1,vpn,ot_network,1,admin,1,0
REQ-008744,contractor,4,1,71,1,corporate,restricted,1,admin,0,1
REQ-008745,engineer,2,1,72,1,corporate,corporate,2,read,0,0
REQ-008746,contractor,2,1,78,1,corporate,ot_network,1,read,0,0
REQ-008747,contractor,3,1,63,0,corporate,restricted,1,read,0,0
REQ-008748,engineer,2,1,88,1,corporate,restricted,3,write,1,0
REQ-008749,admin,2,1,93,1,guest,corporate,1,read,0,1
REQ-008750,analyst,1,1,72,1,vpn,corporate,3,write,0,1
REQ-008751,engineer,2,1,73,0,corporate,corporate,4,write,0,0
REQ-008752,admin,2,1,66,0,corporate,corporate,2,read,0,0
REQ-008753,engineer,2,1,61,0,guest,corporate,1,write,0,0
REQ-008754,admin,2,1,80,1,corporate,restricted,2,write,0,0
REQ-008755,contractor,2,1,74,1,guest,corporate,2,write,0,0
REQ-008756,analyst,1,1,65,1,corporate,corporate,3,write,0,1
REQ-008757,contractor,4,1,95,1,corporate,ot_network,2,write,0,0
REQ-008758,engineer,2,1,77,1,vpn,corporate,3,write,0,0
REQ-008759,contractor,1,0,100,1,corporate,corporate,1,write,0,1
REQ-008760,contractor,3,1,56,0,corporate,corporate,1,read,1,0
REQ-008761,analyst,3,1,75,1,guest,corporate,1,read,1,0
REQ-008762,contractor,3,1,74,1,vpn,corporate,4,read,0,1
REQ-008763,engineer,4,1,73,1,guest,ot_network,3,admin,0,0
REQ-008764,analyst,3,1,63,0,corporate,corporate,1,read,0,0
REQ-008765,engineer,4,1,97,1,corporate,corporate,1,read,0,0
REQ-008766,engineer,3,0,55,1,guest,restricted,2,write,0,1
REQ-008767,contractor,2,1,78,1,vpn,corporate,2,read,0,0
REQ-008768,analyst,4,1,60,1,corporate,corporate,1,write,1,0
REQ-008769,analyst,2,1,91,1,guest,corporate,2,read,0,0
REQ-008770,contractor,2,1,74,1,corporate,corporate,2,read,0,1
REQ-008771,engineer,4,0,96,1,corporate,ot_network,3,read,0,1
REQ-008772,engineer,2,1,55,1,corporate,restricted,1,admin,0,0
REQ-008773,admin,1,1,66,0,vpn,corporate,4,write,1,1
REQ-008774,engineer,3,1,75,1,corporate,ot_network,3,admin,1,1
REQ-008775,analyst,3,0,92,1,vpn,corporate,1,read,0,1
REQ-008776,engineer,4,1,83,1,corporate,restricted,1,admin,0,0
REQ-008777,admin,4,1,58,1,guest,corporate,1,read,1,1
REQ-008778,engineer,3,1,83,1,vpn,restricted,2,read,0,0
REQ-008779,engineer,3,1,84,1,corporate,corporate,1,read,0,0
REQ-008780,analyst,2,1,72,1,vpn,corporate,4,admin,0,0
REQ-008781,contractor,3,1,100,0,vpn,corporate,3,read,1,1
REQ-008782,admin,2,0,61,0,guest,ot_network,1,read,1,1
REQ-008783,contractor,1,1,58,1,corporate,corporate,1,read,0,0
REQ-008784,analyst,3,0,83,1,vpn,corporate,2,write,1,0
REQ-008785,engineer,2,1,76,1,vpn,restricted,1,read,0,0
